"ObjectDN","ObjectOwner","EntityName","ActiveDirectoryRights","ObjectRights","ObjectClass","ObjectClassCategory","EntityType","EntityGroupMembers","EntityGroupMembersCount","isMemberOfOtherGroups","IsInherited","PropagationFlags","InheritanceFlags","InheritedObjectType","InheritanceType","ObjectFlags","AccessControlType","ObjectSID","IdentitySID"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","BUILTIN\Account Operators","CreateChild, DeleteChild","User","top container ","Container","Group","","0","False","False","None","None","All","None","ObjectAceTypePresent","Allow","","S-1-5-32-548"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","BUILTIN\Account Operators","CreateChild, DeleteChild","Group","top container ","Container","Group","","0","False","False","None","None","All","None","ObjectAceTypePresent","Allow","","S-1-5-32-548"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","BUILTIN\Account Operators","CreateChild, DeleteChild","Computer","top container ","Container","Group","","0","False","False","None","None","All","None","ObjectAceTypePresent","Allow","","S-1-5-32-548"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","BUILTIN\Account Operators","CreateChild, DeleteChild","inetOrgPerson","top container ","Container","Group","","0","False","False","None","None","All","None","ObjectAceTypePresent","Allow","","S-1-5-32-548"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","BUILTIN\Print Operators","CreateChild, DeleteChild","Print-Queue","top container ","Container","Group","","0","False","False","None","None","All","None","ObjectAceTypePresent","Allow","","S-1-5-32-550"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","ExtendedRight","User-Force-Change-Password","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","User","Descendents","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\NOC-Delegated Control","ExtendedRight","User-Force-Change-Password","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","User","Descendents","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-20151"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","CreateChild, DeleteChild, ListChildren","ms-Exch-Active-Sync-Devices","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","inetOrgPerson","Descendents","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","CreateChild, DeleteChild, ListChildren","ms-Exch-Active-Sync-Devices","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","User","Descendents","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\NOC-Delegated Control","ReadProperty, WriteProperty","Pwd-Last-Set","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","User","Descendents","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-20151"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","inetOrgPerson","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","Computer","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","Group","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","Organizational-Unit","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","User","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","CreateChild","Contact","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Proxy-Addresses","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Proxy-Addresses","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","Pwd-Last-Set","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Show-In-Address-Book","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Show-In-Address-Book","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Exchange-Personal-Information","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Exchange-Personal-Information","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Admin-Display-Name","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Admin-Display-Name","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","Group-Type","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","Managed-By","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Mailbox-Security-Descriptor","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-UM-Server-Writable-Flags","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","Picture","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Display-Name","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Display-Name","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Public-Information","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-User-Culture","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Display-Name-Printable","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Display-Name-Printable","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","E-mail-Addresses","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","E-mail-Addresses","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","User-Account-Control","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","Country-Code","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Mobile-Mailbox-Flags","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Safe-Recipients-Hash","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","WWW-Home-Page","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","X509-Cert","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-UM-Dtmf-Map","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Blocked-Senders-Hash","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Personal-Information","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Text-Encoded-OR-Address","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Text-Encoded-OR-Address","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Exchange-Information","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Exchange-Information","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","ms-Exch-Public-Delegates","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Public-Delegates","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","ms-Exch-Public-Delegates","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-UM-Spoken-Name","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Garbage-Coll-Period","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Garbage-Coll-Period","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-UM-Pin-Checksum","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","WriteProperty","Legacy-Exchange-DN","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteProperty","Legacy-Exchange-DN","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","Self-Membership","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","WriteProperty","SAM-Account-Name","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","WriteProperty","ms-Exch-Safe-Senders-Hash","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","DeleteTree, WriteDacl","All","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","inetOrgPerson","Descendents","InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","DeleteTree, WriteDacl","All","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","User","Descendents","InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","CreateChild, DeleteChild, ListChildren, ReadProperty, WriteProperty, ListObject","ms-Exch-Public-Folder","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Servers","CreateChild, DeleteChild, ListChildren, ReadProperty, WriteProperty, ListObject","ms-Exch-Active-Sync-Device","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23118"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Organization Management","GenericAll","ms-Exch-Dynamic-Distribution-List","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23107"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","GenericAll","ms-Exch-Dynamic-Distribution-List","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","Delete","All","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","inetOrgPerson","Descendents","InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","Delete","All","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","Computer","Descendents","InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","Delete","All","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","Group","Descendents","InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","Delete","All","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","Organizational-Unit","Descendents","InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","Delete","All","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","User","Descendents","InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","Delete","All","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","Contact","Descendents","InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","WriteDacl","All","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","Group","Descendents","InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","NT AUTHORITY\SELF","WriteProperty","ms-TPM-Tpm-Information-For-Computer","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","Computer","Descendents","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","","S-1-5-10"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","GenericAll","All","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","ms-Exch-Active-Sync-Devices","Descendents","InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Trusted Subsystem","GenericAll","All","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","ms-Exch-Public-Folder","Descendents","InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23119"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","NT AUTHORITY\SELF","ReadProperty, WriteProperty","ms-DS-Allowed-To-Act-On-Behalf-Of-Other-Identity","top container ","Container","Other","","0","False","True","None","ContainerInherit, ObjectInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-10"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","NT AUTHORITY\SELF","ReadProperty, WriteProperty, ExtendedRight","Private-Information","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","ObjectAceTypePresent","Allow","","S-1-5-10"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Enterprise Admins","GenericAll","All","top container ","Container","Other","","0","False","True","None","ContainerInherit","All","All","None","Allow","","S-1-5-21-789336058-1085031214-725345543-519"
"CN=Computers,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","BUILTIN\Administrators","CreateChild, Self, WriteProperty, ExtendedRight, Delete, GenericRead, WriteDacl, WriteOwner","All","top container ","Container","Group","cbrown ssadmnpri bjperna.dr pramadas.dr rrodriguez.dr atoral.dr ssuvvari.dr epavon.dr lpetitjean.dr selliott.dr jjakubowski.dr whuggins.dr nfedei.dr tphillips.dr MTaranto.DR jadkins.advisor aeufemio.dr mwroblewski.dr dmabiala.dr jmadan.dr jvanderbeek.dr pjurisprudencia.dr jedwards.dr wharp.dr rdequiroz.dr kumblas.dr RDowd.dr aasokan.dr lsmith.dr aortega.dr agilbert.dr dcatto.dr Rsanders.dr RMeine.dr RFernandez.dr svc_rsa infra_svc svc_phxSecretServer","38","True","True","None","ContainerInherit","All","All","None","Allow","","S-1-5-32-544"
"CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","NT AUTHORITY\SYSTEM","GenericAll","All","top container ","Container","Other","","0","False","False","None","None","All","None","None","Allow","","S-1-5-18"
"CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","PHXC1B\Domain Admins","CreateChild, Self, WriteProperty, ExtendedRight, GenericRead, WriteDacl, WriteOwner","All","top container ","Container","Group","cbrown ssadmnpri bjperna.dr pramadas.dr rrodriguez.dr atoral.dr ssuvvari.dr epavon.dr lpetitjean.dr selliott.dr jjakubowski.dr whuggins.dr nfedei.dr tphillips.dr MTaranto.DR jadkins.advisor aeufemio.dr mwroblewski.dr dmabiala.dr jmadan.dr jvanderbeek.dr pjurisprudencia.dr jedwards.dr wharp.dr rdequiroz.dr kumblas.dr RDowd.dr aasokan.dr lsmith.dr aortega.dr agilbert.dr dcatto.dr Rsanders.dr RMeine.dr RFernandez.dr svc_rsa infra_svc svc_phxSecretServer","38","False","False","None","None","All","None","None","Allow","","S-1-5-21-1735406465-2454681246-2117129149-512"
"CN=System,DC=phx,DC=fnbm,DC=corp","PHXC1B\Domain Admins","FNBMCORP\Exchange Windows Permissions","ExtendedRight","User-Force-Change-Password","top container ","Container","Other","","0","False","True","InheritOnly","ContainerInherit","User","Descendents","ObjectAceTypePresent, InheritedObjectAceTypePresent","Allow","","S-1-5-21-789336058-1085031214-725345543-23121"
